,Shortest,Common,Jaccard,PA1,PA2,katz
"(38560, 38599)",0.0,0,96,0.0,0.017904106729591862,-100
"(42301, 38206)",0.0,0,0,0.0,0.026642986493388435,-100
"(38043, 8611)",0.0,0,120,0.0,0.023159286885716168,-100
"(38602, 43161)",0.0,0,13,0.0,0.022561848871378014,-100
"(27868, 44178)",0.0,0,0,0.0,0.015258698535195715,-100
"(8466, 8497)",0.05555555555555555,1,90,0.3396232718951086,0.019091759900729553,-100
"(5127, 38769)",0.0,0,13,0.0,0.02461370993563964,-100
"(38098, 38202)",0.0,0,112,0.0,0.0328211698404815,-100
"(8409, 8632)",0.0,0,152,0.0,0.03743908813711495,-3
"(38668, 38772)",0.05263157894736842,1,91,0.35295612386476116,0.026096463551735533,-100
"(38042, 38164)",0.09090909090909091,2,143,0.750545005473521,0.02241740304255992,-100
"(38015, 50615)",0.0,0,0,0.0,0.015258698535195715,-100
"(8493, 38600)",0.0,0,162,0.0,0.020256685240399072,-100
"(4528, 39028)",0.0,0,28,0.0,0.03803186299399921,-100
"(8409, 8555)",0.0,0,104,0.0,0.024815598393936107,-100
"(821, 45572)",0.0,0,1,0.0,0.016021633461955502,-100
"(12723, 12881)",0.0,0,0,0.0,0.015258698535195715,-100
"(38759, 38802)",0.027777777777777776,1,340,0.33380820069533407,0.05212171990721807,-2
"(38278, 38280)",0.041666666666666664,1,154,0.36067376022224085,0.052093300375203835,-100
"(38621, 38726)",0.04,1,168,0.36067376022224085,0.026232907841111354,-100
"(38589, 38789)",0.03225806451612903,1,255,0.36067376022224085,0.03602775640716045,-3
"(12630, 12632)",0.0,0,0,0.0,0.015258698535195715,-100
"(38525, 38825)",0.034482758620689655,1,221,0.40242960438184466,0.029691186006892377,-2
"(10068, 7391)",0.0,0,2,0.0,0.016021633461955502,-100
"(12929, 18874)",0.0,0,0,0.0,0.015258698535195715,-100
"(38641, 40553)",0.0,0,14,0.0,0.020341181809407576,-100
"(38111, 38294)",0.0,0,121,0.0,0.03667217319246404,-5
"(8820, 27320)",0.0,0,0,0.0,0.015258698535195715,-100
"(8632, 39900)",0.0,0,0,0.0,0.03659985971767918,-100
"(8619, 8627)",0.0,0,42,0.0,0.027247383542367536,-100
"(51745, 38211)",0.0,0,14,0.0,0.02457034482884285,-100
"(38069, 38252)",0.0,0,110,0.0,0.03345813748937653,-3
"(33772, 33775)",0.0,0,0,0.0,0.015258698535195715,-100
"(38823, 39026)",0.037037037037037035,1,171,0.33380820069533407,0.04600909552023473,-100
"(10051, 13468)",0.0,0,0,0.0,0.015258698535195715,-100
"(6516, 30244)",0.0,0,0,0.0,0.015258698535195715,-100
"(28786, 28787)",0.0,0,0,0.0,0.016021633461955502,-100
"(33734, 38556)",0.0,0,13,0.0,0.017936600128122565,-100
"(27290, 43578)",0.0,0,0,0.0,0.016021633461955502,-100
"(38013, 50751)",0.0,0,16,0.0,0.01695241407260244,-100
"(38122, 38177)",0.0,0,126,0.0,0.029374180960140023,-100
"(8457, 8486)",0.0,0,45,0.0,0.016181849796575054,-100
"(38275, 38305)",0.0,0,80,0.0,0.04317696719643524,-100
"(38760, 38854)",0.03125,1,252,0.3459762562611936,0.06084081528064064,-3
"(42791, 38827)",0.0,0,34,0.0,0.03608170622136257,-100
"(38576, 38690)",0.0,0,171,0.0,0.02691374884879269,-5
"(8539, 8567)",0.0,0,88,0.0,0.024272998341607014,-100
"(38114, 38781)",0.0,0,252,0.0,0.04336907120502974,-100
"(26070, 3633)",0.0,0,0,0.0,0.016021633461955502,-100
"(26070, 28881)",0.0,0,0,0.0,0.015258698535195715,-100
"(38557, 1048)",0.0,0,0,0.0,0.016868491230658866,-100
"(8338, 26928)",0.0,0,0,0.0,0.016021633461955502,-100
"(3283, 3284)",0.0,0,0,0.0,0.015258698535195715,-100
"(8511, 38032)",0.0,0,252,0.0,0.02745288064472083,-100
"(38147, 38204)",0.0,0,187,0.0,0.02913466334581858,-100
"(1994, 52017)",0.0,0,4,0.0,0.016021633461955502,-100
"(8442, 38030)",0.0,0,143,0.0,0.01982426898261016,-100
"(4521, 4522)",0.0,0,0,0.0,0.015258698535195715,-100
"(38534, 36790)",0.0,0,32,0.0,0.01678456838871529,-100
"(38817, 38689)",0.03571428571428571,1,208,0.3898712452512801,0.04484900676075731,-100
"(32575, 32576)",0.0,0,0,0.0,0.016021633461955502,-100
"(38064, 38073)",0.0,0,180,0.0,0.0237354309437462,-100
"(8492, 8545)",0.0,0,40,0.0,0.02032290585582403,-100
"(13912, 38766)",0.0,0,26,0.0,0.026668644132303652,-100
"(14319, 8669)",0.0,0,13,0.0,0.03291049108026788,-100
"(41320, 13043)",0.0,0,2,0.0,0.016021633461955502,-100
"(38016, 38207)",0.0,0,81,0.0,0.025152857943934966,-3
"(47084, 8552)",0.0,0,24,0.0,0.02398654319295293,-100
"(28374, 28376)",0.0,0,0,0.0,0.015258698535195715,-100
"(13091, 49095)",0.0,0,1,0.0,0.01609792695463148,-100
"(41052, 38658)",0.0,0,16,0.0,0.024650970578836293,-100
"(16538, 17108)",0.0,0,2,0.0,0.016021633461955502,-100
"(39850, 39854)",0.0,0,0,0.0,0.015258698535195715,-100
"(38235, 38291)",0.03225806451612903,1,247,0.32351545314867247,0.05107818924833521,-100
"(38600, 12328)",0.0,0,18,0.0,0.01847828392612201,-100
"(38198, 38727)",0.0,0,84,0.0,0.03431637615674545,-100
"(4454, 12119)",0.0,0,1,0.0,0.016021633461955502,-100
"(8437, 38083)",0.0,0,168,0.0,0.022538623606337592,-100
"(38014, 16504)",0.0,0,40,0.0,0.01966669606492484,-100
"(8433, 47917)",0.0,0,12,0.0,0.01678456838871529,-100
"(8729, 29146)",0.0,0,0,0.0,0.015258698535195715,-100
"(6128, 18521)",0.0,0,3,0.0,0.01678456838871529,-100
"(3397, 38268)",0.0,0,14,0.0,0.03166749909560041,-100
"(38117, 38287)",0.0,0,140,0.0,0.0348523962920574,-4
"(38821, 46786)",0.0,0,11,0.0,0.02748852399557169,-100
"(15196, 15198)",0.0,0,0,0.0,0.015258698535195715,-100
"(38552, 39031)",0.03333333333333333,1,240,0.3284587387530511,0.043813048536196504,-3
"(38572, 41950)",0.0,0,15,0.0,0.01778401314277061,-100
"(8203, 47301)",0.0,0,1,0.0,0.016021633461955502,-100
"(8582, 32034)",0.0,0,12,0.0,0.02404520292489062,-100
"(32128, 17794)",0.0,0,0,0.0,0.015258698535195715,-100
"(38006, 38710)",0.0,0,128,0.0,0.024925656044815492,-100
"(27389, 46342)",0.0,0,3,0.0,0.016021633461955502,-100
"(8424, 14992)",0.0,0,13,0.0,0.016021633461955502,-100
"(38074, 38277)",0.045454545454545456,1,132,0.3789231816899512,0.033278210051912054,-2
"(38285, 12356)",0.0,0,14,0.0,0.031308975580265394,-100
"(38053, 38285)",0.0,0,70,0.0,0.03141220067585599,-3
"(11083, 18427)",0.0,0,6,0.0,0.01678456838871529,-100
"(38557, 38593)",0.0,0,252,0.0,0.018639263195668325,-100
"(38022, 38075)",0.0,0,105,0.0,0.021730779598481686,-4
"(2357, 38755)",0.0,0,32,0.0,0.026152147753536015,-100
"(10480, 44350)",0.0,0,0,0.0,0.015258698535195715,-100
"(42306, 8601)",0.0,0,13,0.0,0.024839346307548107,-100
"(34469, 34470)",0.0,0,0,0.0,0.01610555630389908,-100
"(8545, 8551)",0.05263157894736842,1,64,0.36067376022224085,0.029284392499004483,-100
"(2252, 2791)",0.0,0,5,0.0,0.015258698535195715,-100
"(49903, 3578)",0.0,0,0,0.0,0.016021633461955502,-100
"(5237, 5238)",0.0,0,0,0.0,0.015258698535195715,-100
"(32269, 38308)",0.0,0,34,0.0,0.044710260589896564,-100
"(9483, 12102)",0.0,0,0,0.0,0.015258698535195715,-100
"(38581, 38048)",0.0,0,209,0.0,0.024546326538722157,-100
"(38024, 8562)",0.0,0,120,0.0,0.020117307786662528,-100
"(38702, 13367)",0.0,0,17,0.0,0.02325629192543588,-100
"(42798, 40387)",0.0,0,1,0.0,0.016021633461955502,-100
"(38027, 38028)",0.0,0,154,0.0,0.016961569291723558,-100
"(10693, 8621)",0.0,0,304,0.0,0.034428953835093375,-100
"(32932, 38726)",0.0,0,12,0.0,0.023579770352972203,-100
"(39149, 8639)",0.0,0,15,0.0,0.029981627360839848,-100
"(12124, 12125)",0.0,0,0,0.0,0.015258698535195715,-100
"(16568, 18651)",0.0,0,0,0.0,0.015258698535195715,-100
"(38832, 38255)",0.0,0,126,0.0,0.048868730738030365,-100
"(8637, 38216)",0.0,0,117,0.0,0.03533104350725523,-100
"(38004, 38170)",0.05,1,108,0.3789231816899512,0.02541003394653414,-3
"(38008, 38065)",0.05,1,110,0.36926937306885504,0.020659133414264858,-100
"(14146, 14260)",0.0,0,0,0.0,0.015258698535195715,-100
"(38543, 50919)",0.0,0,0,0.0,0.015258698535195715,-100
"(38580, 38303)",0.0,0,153,0.0,0.03334084232497858,-100
"(6733, 20650)",0.0,0,1,0.0,0.016021633461955502,-100
"(40785, 46222)",0.0,0,1,0.0,0.016021633461955502,-100
"(9105, 33748)",0.0,0,3,0.0,0.016021633461955502,-100
"(8421, 8521)",0.0,0,72,0.0,0.018801844628560837,-100
"(608, 38741)",0.0,0,28,0.0,0.016259821746089906,-100
"(9033, 27414)",0.0,0,4,0.0,0.016021633461955502,-100
"(38600, 38197)",0.0,0,252,0.0,0.029238134693915487,-100
"(28053, 28056)",0.0,0,0,0.0,0.015258698535195715,-100
"(38105, 38177)",0.030303030303030304,1,280,0.3898712452512801,0.03213964819566394,-100
"(8591, 8602)",0.0,0,99,0.0,0.03473265183188798,-100
"(38073, 38213)",0.037037037037037035,1,171,0.36926937306885504,0.032629650590990954,-4
"(38153, 38201)",0.0,0,54,0.0,0.02940954752582881,-100
"(7739, 3723)",0.0,0,1,0.0,0.016021633461955502,-100
"(8459, 9749)",0.0,0,0,0.0,0.018852122040234308,-100
"(8425, 46603)",0.0,0,6,0.0,0.016021633461955502,-100
"(8547, 32256)",0.0,0,9,0.0,0.02062229388825973,-100
"(8511, 8545)",0.047619047619047616,1,72,0.40242960438184466,0.02454441798070938,-100
"(37987, 38108)",0.037037037037037035,1,195,0.43429448190325176,0.02093349674622993,-4
"(38753, 39028)",0.0,0,154,0.0,0.04686810834530318,-3
"(8438, 8503)",0.0,0,45,0.0,0.01762379680815105,-100
"(14715, 38836)",0.0,0,78,0.0,0.03429210463326387,-100
"(38753, 38769)",0.0,0,143,0.0,0.03344995528694361,-100
"(17080, 17111)",0.0,0,3,0.0,0.018716319623271065,-100
"(25453, 25454)",0.0,0,0,0.0,0.015258698535195715,-100
"(38058, 40888)",0.0,0,16,0.0,0.01865118176509417,-100
"(3904, 4187)",0.0,0,0,0.0,0.016021633461955502,-100
"(38122, 5687)",0.0,0,9,0.0,0.02008728484771817,-100
"(857, 22146)",0.0,0,3,0.0,0.016021633461955502,-100
"(31495, 31497)",0.0,0,0,0.0,0.015258698535195715,-100
"(38703, 38878)",0.034482758620689655,1,221,0.3789231816899512,0.04965335237999857,-2
"(38827, 38869)",0.0,0,238,0.0,0.05566795384237096,-100
"(38799, 38811)",0.0,0,210,0.0,0.05239764701927317,-100
"(45395, 42119)",0.0,0,2,0.0,0.01678456838871529,-100
"(22018, 34133)",0.0,0,2,0.0,0.01678456838871529,-100
"(5817, 24671)",0.0,0,0,0.0,0.015258698535195715,-100
"(19611, 38629)",0.043478260869565216,1,144,0.35295612386476116,0.01962316696526555,-3
"(14697, 38272)",0.0,0,12,0.0,0.032268999845234445,-100
"(3310, 38273)",0.0,0,13,0.0,0.032264631722346074,-100
"(38751, 23729)",0.0,0,18,0.0,0.02773883508681183,-100
"(38289, 24302)",0.0,0,12,0.0,0.030584877611813138,-100
"(33837, 38023)",0.0,0,15,0.0,0.016937155374067245,-100
"(4507, 38660)",0.0,0,16,0.0,0.02032898270880916,-100
"(9173, 15719)",0.0,0,0,0.0,0.015258698535195715,-100
"(32949, 34397)",0.0,0,1,0.0,0.01610555630389908,-100
"(16269, 44217)",0.0,0,0,0.0,0.016021633461955502,-100
"(38808, 38871)",0.0,0,88,0.0,0.03969770653490059,-100
"(38207, 38244)",0.0,0,108,0.0,0.036040084710788706,-100
"(38055, 38122)",0.0,0,81,0.0,0.021273038310888226,-100
"(4791, 38283)",0.0,0,12,0.0,0.0324370314487339,-100
"(6144, 28465)",0.0,0,0,0.0,0.016021633461955502,-100
"(18196, 38173)",0.0,0,16,0.0,0.026623812107635134,-100
"(38530, 48775)",0.0,0,15,0.0,0.019149666661670624,-100
"(8689, 39841)",0.0,0,0,0.0,0.015258698535195715,-100
"(38524, 38868)",0.0,0,336,0.0,0.04421971097186399,-3
"(38009, 16202)",0.0,0,0,0.0,0.01609792695463148,-100
"(38011, 38794)",0.0,0,204,0.0,0.035933367463675245,-100
"(38546, 13379)",0.0,0,32,0.0,0.016021633461955502,-100
"(38027, 24830)",0.0,0,0,0.0,0.015258698535195715,-100
"(721, 16716)",0.0,0,0,0.0,0.015258698535195715,-100
"(17103, 38864)",0.0,0,64,0.0,0.03794197542761668,-100
"(43883, 43884)",0.0,0,0,0.0,0.015258698535195715,-100
"(3438, 6689)",0.0,0,0,0.0,0.015258698535195715,-100
"(8507, 38869)",0.0,0,168,0.0,0.03847044588695544,-100
"(38641, 38700)",0.0,0,196,0.0,0.026758184937132612,-3
"(10971, 38797)",0.0,0,14,0.0,0.034160132264073204,-100
"(38053, 38242)",0.0,0,90,0.0,0.033006363215026806,-3
"(38630, 38802)",0.05714285714285714,2,340,0.7066500164834344,0.04220659718290925,-3
"(33684, 33685)",0.0,0,0,0.0,0.015258698535195715,-100
"(41958, 41959)",0.0,0,0,0.0,0.016021633461955502,-100
"(38563, 38872)",0.03571428571428571,1,210,0.3789231816899512,0.04208000492401119,-2
"(38530, 38706)",0.04,1,165,0.318928988903801,0.027165775483138498,-2
"(38627, 38863)",0.0,0,160,0.0,0.042288147449817584,-3
"(9313, 23157)",0.0,0,0,0.0,0.015258698535195715,-100
"(8466, 31653)",0.0,0,20,0.0,0.018401990433446033,-100
"(11337, 38714)",0.0,0,168,0.0,0.03094166787632284,-3
"(30198, 30199)",0.0,0,0,0.0,0.015258698535195715,-100
"(10904, 33123)",0.0,0,2,0.0,0.016021633461955502,-100
"(27505, 8587)",0.0,0,99,0.0,0.023705422592117643,-100
"(31694, 21195)",0.0,0,2,0.0,0.016860861881391263,-100
"(52151, 38607)",0.0,0,16,0.0,0.02137866497304128,-100
"(38689, 38764)",0.038461538461538464,1,182,0.43429448190325176,0.036025966912772336,-100
"(51758, 38865)",0.0,0,0,0.0,0.041802151904803075,-100
"(8417, 42769)",0.0,0,7,0.0,0.016021633461955502,-100
"(38623, 38699)",0.0,0,204,0.0,0.030436161826943704,-100
"(26694, 33541)",0.0,0,0,0.0,0.017121022691416354,-100
"(38062, 38207)",0.0,0,135,0.0,0.030271849485436104,-4
"(36199, 50412)",0.0,0,1,0.0,0.016021633461955502,-100
"(38514, 38683)",0.0,0,143,0.0,0.021112683732459944,-4
"(41141, 41146)",0.0,0,0,0.0,0.015258698535195715,-100
"(15488, 31864)",0.0,0,0,0.0,0.016021633461955502,-100
"(12653, 42983)",0.0,0,0,0.0,0.015258698535195715,-100
"(9829, 9835)",0.0,0,0,0.0,0.016021633461955502,-100
"(22307, 38266)",0.0,0,14,0.0,0.02756651607130991,-100
"(38781, 8626)",0.0,0,273,0.0,0.05287753681895686,-100
"(14078, 38727)",0.0,0,7,0.0,0.02241938580362368,-100
"(38051, 38211)",0.08333333333333333,2,168,0.8415721071852287,0.027120073354074056,-2
"(13922, 38847)",0.0,0,75,0.0,0.03608897625116772,-100
"(16013, 8652)",0.0,0,5,0.0,0.020665111573987864,-100
"(38238, 38759)",0.0,0,255,0.0,0.04375338853553505,-100
"(2323, 10119)",0.0,0,0,0.0,0.016021633461955502,-100
"(38538, 38745)",0.0,0,140,0.0,0.024214406076004905,-3
"(38027, 38872)",0.0,0,165,0.0,0.04055413507049162,-100
"(38682, 38756)",0.0,0,130,0.0,0.02944432728774802,-100
"(9368, 38219)",0.0,0,17,0.0,0.03175507303130014,-100
"(20169, 48809)",0.0,0,1,0.0,0.016021633461955502,-100
"(30616, 22668)",0.0,0,0,0.0,0.016021633461955502,-100
"(38531, 38857)",0.0,0,187,0.0,0.03905371259102146,-3
"(38595, 1554)",0.0,0,0,0.0,0.016174220447307458,-100
"(37989, 13114)",0.0,0,11,0.0,0.016021633461955502,-100
"(38137, 38248)",0.07142857142857142,2,221,0.7553857282466059,0.03278224129946535,-4
"(14694, 17897)",0.0,0,3,0.0,0.01678456838871529,-100
"(26849, 26850)",0.0,0,0,0.0,0.015258698535195715,-100
"(38042, 27428)",0.0,0,39,0.0,0.020920318235548643,-100
"(38056, 38074)",0.038461538461538464,1,180,0.36067376022224085,0.019794302577143874,-100
"(38073, 38309)",0.0,0,117,0.0,0.03928150322413587,-3
"(10646, 38122)",0.0,0,0,0.0,0.019324349920958384,-100
"(38749, 38811)",0.0,0,210,0.0,0.0474321366915223,-100
"(8473, 38138)",0.0,0,182,0.0,0.020965429364701416,-100
"(38715, 38785)",0.0,0,280,0.0,0.037750097621598616,-100
"(14720, 33542)",0.0,0,12,0.0,0.018470654576854414,-100
"(8407, 24782)",0.0,0,0,0.0,0.01609792695463148,-100
"(14690, 38179)",0.0,0,64,0.0,0.030298349091707144,-100
"(8610, 8646)",0.0,0,84,0.0,0.03139093472688903,-100
"(9357, 38213)",0.0,0,38,0.0,0.031027487244795406,-100
"(10693, 11897)",0.0,0,16,0.0,0.01678456838871529,-100
"(37989, 38114)",0.0,0,132,0.0,0.019880797608416927,-100
"(41561, 41447)",0.0,0,2,0.0,0.016860861881391263,-100
"(4276, 46051)",0.0,0,2,0.0,0.016021633461955502,-100
"(38602, 38777)",0.0,0,182,0.0,0.03630155927949898,-4
"(38543, 38596)",0.02702702702702703,1,361,0.3284587387530511,0.018883402372231458,-100
"(31791, 31794)",0.0,0,0,0.0,0.01609792695463148,-100
"(5511, 35554)",0.0,0,1,0.0,0.016021633461955502,-100
"(10538, 46875)",0.0,0,2,0.0,0.01678456838871529,-100
"(8500, 23632)",0.0,0,11,0.0,0.01863087091147397,-100
"(8418, 9649)",0.0,0,11,0.0,0.016021633461955502,-100
"(38649, 38689)",0.0,0,104,0.0,0.029104142858861735,-100
"(7574, 43017)",0.0,0,0,0.0,0.015258698535195715,-100
"(934, 30122)",0.0,0,1,0.0,0.016021633461955502,-100
"(27443, 38279)",0.0,0,0,0.0,0.039770960311723974,-100
"(38003, 45251)",0.0,0,18,0.0,0.01678456838871529,-100
"(8527, 8587)",0.06666666666666667,1,63,0.35295612386476116,0.026600512074971893,-2
"(8531, 38268)",0.0,0,154,0.0,0.03571196972933939,-100
"(8443, 8474)",0.0,0,80,0.0,0.017791642492038205,-100
"(38078, 38776)",0.0,0,187,0.0,0.03436846869742057,-100
"(38005, 39027)",0.0,0,266,0.0,0.040305706406743025,-100
"(8620, 8664)",0.125,2,77,0.8367240862850964,0.03137249939619928,-100
"(32333, 32339)",0.0,0,0,0.0,0.015258698535195715,-100
"(12226, 13363)",0.0,0,0,0.0,0.015258698535195715,-100
"(6659, 38187)",0.0,0,20,0.0,0.023473251407904912,-100
"(8247, 38833)",0.03571428571428571,1,208,0.3284587387530511,0.03695868382937535,-3
"(7602, 10746)",0.0,0,1,0.0,0.016021633461955502,-100
"(8431, 38640)",0.0,0,72,0.0,0.019976558423340684,-100
"(1414, 8528)",0.0,0,35,0.0,0.02129127314227922,-100
"(38115, 1336)",0.0,0,14,0.0,0.023269134241212346,-100
"(8436, 8569)",0.0,0,72,0.0,0.02039621021523306,-100
"(38232, 51095)",0.0,0,16,0.0,0.02638530714447133,-100
"(23523, 41603)",0.0,0,0,0.0,0.015258698535195715,-100
"(38696, 29624)",0.0,0,30,0.0,0.026959368542738296,-100
"(1842, 8635)",0.0,0,84,0.0,0.029528521108918876,-6
"(7574, 48811)",0.0,0,2,0.0,0.016021633461955502,-100
"(38623, 31535)",0.0,0,34,0.0,0.02584918708757203,-100
"(20252, 20260)",0.0,0,0,0.0,0.015258698535195715,-100
"(44230, 44231)",0.0,0,0,0.0,0.015258698535195715,-100
"(8443, 8574)",0.0,0,100,0.0,0.021335829945802257,-5
"(38046, 38056)",0.0,0,120,0.0,0.01831043824223486,-100
"(566, 38624)",0.0,0,13,0.0,0.021415362905953354,-100
"(8605, 8611)",0.0,0,90,0.0,0.031028061215999502,-100
"(40194, 38280)",0.0,0,14,0.0,0.037512700928226825,-100
"(38594, 8449)",0.0,0,240,0.0,0.0221500684774881,-100
"(38546, 38768)",0.0,0,272,0.0,0.030041172661864415,-4
"(38724, 38865)",0.0,0,247,0.0,0.04849262518131573,-4
"(13413, 16498)",0.0,0,3,0.0,0.016174220447307458,-100
"(38570, 38247)",0.0,0,168,0.0,0.034286705091018665,-100
"(27138, 29071)",0.0,0,1,0.0,0.016021633461955502,-100
"(35055, 38748)",0.0,0,252,0.0,0.030297780964584586,-100
"(38210, 38252)",0.058823529411764705,1,80,0.3789231816899512,0.03523767337944188,-100
"(38008, 48546)",0.0,0,30,0.0,0.019470099330909735,-100
"(20559, 38727)",0.0,0,7,0.0,0.02241938580362368,-100
"(25665, 41227)",0.0,0,0,0.0,0.016021633461955502,-100
"(38760, 38767)",0.0,0,204,0.0,0.03768148163464281,-100
"(32309, 38711)",0.0,0,15,0.0,0.022594933758098727,-100
"(4520, 28718)",0.0,0,1,0.0,0.016021633461955502,-100
"(12653, 38108)",0.0,0,13,0.0,0.019255039907358405,-100
"(38113, 38202)",0.041666666666666664,1,154,0.40242960438184466,0.03279167941485732,-2
"(3681, 3684)",0.0,0,0,0.0,0.015258698535195715,-100
"(38808, 8627)",0.0,0,56,0.0,0.030565712449943105,-100
"(38541, 38836)",0.045454545454545456,1,130,0.3789231816899512,0.0327662347797443,-2
"(32170, 28491)",0.0,0,1,0.0,0.016021633461955502,-100
"(51067, 47142)",0.0,0,1,0.0,0.016021633461955502,-100
"(8243, 38542)",0.04,1,165,0.35295612386476116,0.016189479145842654,-3
"(38020, 38257)",0.0,0,117,0.0,0.024886947709707265,-3
"(38628, 3686)",0.0,0,11,0.0,0.017181862174215884,-100
"(8578, 8588)",0.058823529411764705,1,77,0.4170323914242463,0.025863932712368972,-100
"(50741, 28554)",0.0,0,2,0.0,0.016021633461955502,-100
"(38061, 8576)",0.0,0,182,0.0,0.025133331425566223,-100
"(8447, 8627)",0.0,0,91,0.0,0.02264434024903591,-4
"(14964, 14966)",0.0,0,0,0.0,0.015258698535195715,-100
"(8426, 8468)",0.0,0,54,0.0,0.017707719650094628,-100
"(34155, 38264)",0.0,0,17,0.0,0.032932446867366266,-100
"(15827, 8630)",0.0,0,7,0.0,0.02206410999546099,-100
"(47059, 47679)",0.0,0,0,0.0,0.017547503315475072,-100
"(38011, 38207)",0.0,0,108,0.0,0.023550694597739417,-3
"(38748, 38837)",0.030303030303030304,1,273,0.3396232718951086,0.047754843387492155,-100
"(38110, 38271)",0.0,0,162,0.0,0.044599772010482486,-100
"(8466, 24345)",0.0,0,20,0.0,0.018401990433446033,-100
"(38674, 4551)",0.0,0,13,0.0,0.020717264783248368,-100
"(16200, 16803)",0.0,0,0,0.0,0.015258698535195715,-100
"(48926, 48928)",0.0,0,0,0.0,0.015258698535195715,-100
"(38549, 49104)",0.0,0,12,0.0,0.016021633461955502,-100
"(8417, 8664)",0.0,0,49,0.0,0.022979139463594908,-5
"(38007, 38164)",0.041666666666666664,1,154,0.40242960438184466,0.02004403287654167,-100
"(33766, 33768)",0.0,0,0,0.0,0.015258698535195715,-100
"(3397, 38835)",0.0,0,16,0.0,0.03316046195593614,-100
"(38706, 38127)",0.0,0,165,0.0,0.03429713527358394,-100
"(7994, 25936)",0.0,0,3,0.0,0.01794575534724368,-100
"(46415, 46417)",0.0,0,0,0.0,0.016021633461955502,-100
"(19090, 47571)",0.0,0,0,0.0,0.015258698535195715,-100
"(46559, 50146)",0.0,0,4,0.0,0.01678456838871529,-100
"(8781, 10322)",0.0,0,0,0.0,0.015258698535195715,-100
"(38669, 38788)",0.0,0,374,0.0,0.03802679977635776,-4
"(2066, 28352)",0.0,0,0,0.0,0.015258698535195715,-100
"(8542, 38072)",0.0,0,96,0.0,0.024234291036460937,-100
"(38690, 38831)",0.038461538461538464,1,152,0.33380820069533407,0.03390271588356665,-2
"(19407, 22445)",0.0,0,0,0.0,0.015258698535195715,-100
"(8247, 38648)",0.0,0,144,0.0,0.019316599875385372,-4
"(592, 47499)",0.0,0,1,0.0,0.016021633461955502,-100
"(10744, 21972)",0.0,0,2,0.0,0.016021633461955502,-100
"(36390, 36395)",0.0,0,0,0.0,0.015258698535195715,-100
"(38795, 27527)",0.0,0,20,0.0,0.04106697143679382,-100
"(38072, 49795)",0.0,0,16,0.0,0.020759064309428695,-100
"(19769, 26573)",0.0,0,0,0.0,0.015258698535195715,-100
"(38576, 38732)",0.05263157894736842,1,99,0.36926937306885504,0.02558915337487639,-2
"(38133, 38246)",0.0,0,152,0.0,0.03517076162889612,-100
"(6207, 30734)",0.0,0,0,0.0,0.015258698535195715,-100
"(29409, 29412)",0.0,0,1,0.0,0.015258698535195715,-100
"(38828, 38836)",0.034482758620689655,1,221,0.45511961331341866,0.05239015522717287,-100
"(24044, 24047)",0.0,0,0,0.0,0.015258698535195715,-100
"(905, 6013)",0.0,0,1,0.0,0.016021633461955502,-100
"(6290, 38236)",0.0,0,26,0.0,0.03160034834805949,-100
"(8508, 38297)",0.0,0,72,0.0,0.026758673062898752,-100
"(46044, 46045)",0.0,0,0,0.0,0.015258698535195715,-100
"(46020, 46022)",0.0,0,0,0.0,0.015258698535195715,-100
"(869, 38835)",0.0,0,32,0.0,0.03316046195593614,-100
"(38589, 8579)",0.0,0,165,0.0,0.029793246909560835,-100
"(10693, 38151)",0.0,0,160,0.0,0.02248781953305483,-4
"(30068, 38269)",0.0,0,16,0.0,0.03526798651594433,-100
"(8457, 6989)",0.0,0,9,0.0,0.016021633461955502,-100
"(6032, 39900)",0.0,0,0,0.0,0.015258698535195715,-100
"(25911, 25922)",0.0,0,3,0.0,0.017776383793503006,-100
"(3625, 4457)",0.0,0,2,0.0,0.01678456838871529,-100
"(30750, 30753)",0.0,0,0,0.0,0.015258698535195715,-100
"(14361, 14362)",0.0,0,0,0.0,0.015258698535195715,-100
"(11058, 11059)",0.0,0,1,0.0,0.016021633461955502,-100
"(38119, 38672)",0.0,0,225,0.0,0.02517218002626074,-100
"(27526, 50836)",0.0,0,1,0.0,0.016021633461955502,-100
"(8447, 21675)",0.0,0,0,0.0,0.016021633461955502,-100
"(31350, 33527)",0.0,0,0,0.0,0.015258698535195715,-100
"(38679, 38791)",0.12,3,196,1.083452407385356,0.03743277549146136,-2
"(49236, 8552)",0.0,0,12,0.0,0.023223608266193144,-100
"(38587, 38596)",0.03333333333333333,1,228,0.3898712452512801,0.02448738828976011,-100
"(12671, 20385)",0.0,0,0,0.0,0.015258698535195715,-100
"(4196, 8576)",0.0,0,26,0.0,0.024294103006130458,-100
"(38740, 29691)",0.0,0,15,0.0,0.028917757490045555,-100
"(46654, 46655)",0.0,0,0,0.0,0.015258698535195715,-100
"(38643, 38771)",0.03225806451612903,1,240,0.3789231816899512,0.03630295817409264,-3
"(4814, 38213)",0.0,0,19,0.0,0.031027487244795406,-100
"(18130, 37348)",0.0,0,4,0.0,0.01831043824223486,-100
"(38759, 3084)",0.0,0,17,0.0,0.03117590573681193,-100
"(38554, 38597)",0.0,0,132,0.0,0.018406819811532422,-100
"(27111, 27115)",0.0,0,0,0.0,0.015258698535195715,-100
"(8480, 8589)",0.0,0,65,0.0,0.02667621648270287,-100
